0. Zeile und 0.Spalte, Wert:5422.751548849531
15. Zeile und 0.Spalte, Wert:110875.66144671263
15. Zeile und 1.Spalte, Wert:121241.2498800972
15. Zeile und 2.Spalte, Wert:98646.40253536838
15. Zeile und 3.Spalte, Wert:88681.38892544282
15. Zeile und 4.Spalte, Wert:107844.96313271867
15. Zeile und 5.Spalte, Wert:95916.03847390258
15. Zeile und 6.Spalte, Wert:121316.49784582261
15. Zeile und 7.Spalte, Wert:113866.25661881095
15. Zeile und 8.Spalte, Wert:104070.06174244836
15. Zeile und 9.Spalte, Wert:108299.15165176569
15. Zeile und 10.Spalte, Wert:103800.64059267836
15. Zeile und 11.Spalte, Wert:95099.26960282648
15. Zeile und 12.Spalte, Wert:103534.18334370462
15. Zeile und 13.Spalte, Wert:118793.061215973
15. Zeile und 14.Spalte, Wert:92027.28600062226
15. Zeile und 15.Spalte, Wert:115479.53110138171
15. Zeile und 16.Spalte, Wert:109360.77830679224
15. Zeile und 17.Spalte, Wert:82151.55273891294
15. Zeile und 18.Spalte, Wert:87468.8585811879
15. Zeile und 19.Spalte, Wert:98649.14049089968
15. Zeile und 20.Spalte, Wert:86485.51523294457
15. Zeile und 21.Spalte, Wert:120618.19963458662
15. Zeile und 22.Spalte, Wert:97065.2465896814
15. Zeile und 23.Spalte, Wert:92645.34833505325
15. Zeile und 24.Spalte, Wert:109523.43540484275
15. Zeile und 25.Spalte, Wert:83439.57883340972
15. Zeile und 26.Spalte, Wert:84419.50149035687
15. Zeile und 27.Spalte, Wert:85622.0330726469
15. Zeile und 28.Spalte, Wert:90896.95228681448
15. Zeile und 29.Spalte, Wert:96508.44236953594
15. Zeile und 30.Spalte, Wert:120299.94502321575
15. Zeile und 31.Spalte, Wert:115614.73283817351
15. Zeile und 32.Spalte, Wert:96375.08970788211
15. Zeile und 33.Spalte, Wert:103855.03331682026
15. Zeile und 34.Spalte, Wert:114438.44975151993
15. Zeile und 35.Spalte, Wert:129978.24653232426
15. Zeile und 36.Spalte, Wert:112446.7684480644
15. Zeile und 37.Spalte, Wert:107253.5736711133
15. Zeile und 38.Spalte, Wert:98431.81006675838
15. Zeile und 39.Spalte, Wert:111755.84206111012
15. Zeile und 40.Spalte, Wert:98817.53156884274
15. Zeile und 41.Spalte, Wert:87423.66316047274
15. Zeile und 42.Spalte, Wert:119662.40432865001
15. Zeile und 43.Spalte, Wert:84351.34609962384
15. Zeile und 44.Spalte, Wert:90375.47706763122
15. Zeile und 45.Spalte, Wert:106001.46568376294
15. Zeile und 46.Spalte, Wert:94227.74024626793
15. Zeile und 47.Spalte, Wert:131761.7421197824
15. Zeile und 48.Spalte, Wert:99273.29641212738
15. Zeile und 49.Spalte, Wert:93094.94034414424
15. Zeile und 50.Spalte, Wert:104213.44451615096
15. Zeile und 51.Spalte, Wert:123635.65738094838
15. Zeile und 52.Spalte, Wert:125896.75177077707
15. Zeile und 53.Spalte, Wert:94325.09246553591
15. Zeile und 54.Spalte, Wert:101169.41219002505
15. Zeile und 55.Spalte, Wert:113196.74032957171
15. Zeile und 56.Spalte, Wert:83584.68918749553
15. Zeile und 57.Spalte, Wert:104998.50298495856
15. Zeile und 58.Spalte, Wert:96423.08143522739
15. Zeile und 59.Spalte, Wert:104284.38443709741
15. Zeile und 60.Spalte, Wert:110814.87580501048
15. Zeile und 61.Spalte, Wert:99104.96414119413
15. Zeile und 62.Spalte, Wert:99495.97783147493
15. Zeile und 63.Spalte, Wert:125441.92624578752
15. Zeile und 64.Spalte, Wert:91683.40990121326
15. Zeile und 65.Spalte, Wert:103932.22499009928
15. Zeile und 66.Spalte, Wert:101377.01571877513
15. Zeile und 67.Spalte, Wert:83752.65633254258
15. Zeile und 68.Spalte, Wert:114039.41226740461
15. Zeile und 69.Spalte, Wert:108152.66601482735
15. Zeile und 70.Spalte, Wert:172275.93176504748
15. Zeile und 71.Spalte, Wert:100878.41009444265
15. Zeile und 72.Spalte, Wert:99026.74761516973
15. Zeile und 73.Spalte, Wert:110192.96053042273
15. Zeile und 74.Spalte, Wert:113827.85670200788
15. Zeile und 75.Spalte, Wert:106344.05362058699
15. Zeile und 76.Spalte, Wert:110000.796669501
15. Zeile und 77.Spalte, Wert:106850.45693881303
15. Zeile und 78.Spalte, Wert:86104.59360433144
15. Zeile und 79.Spalte, Wert:99804.93597918935
15. Zeile und 80.Spalte, Wert:112437.87770970754
15. Zeile und 81.Spalte, Wert:98938.1598316583
15. Zeile und 82.Spalte, Wert:85870.71515234128
15. Zeile und 83.Spalte, Wert:103926.36940954611
15. Zeile und 84.Spalte, Wert:95473.89346777278
15. Zeile und 85.Spalte, Wert:114654.29012634486
15. Zeile und 86.Spalte, Wert:99377.36784958854
15. Zeile und 87.Spalte, Wert:108859.33414744343
15. Zeile und 88.Spalte, Wert:105040.10652027153
15. Zeile und 89.Spalte, Wert:91442.94325974066
15. Zeile und 90.Spalte, Wert:102744.08327821743
15. Zeile und 91.Spalte, Wert:70953.46076247394
15. Zeile und 92.Spalte, Wert:96823.10016389537
15. Zeile und 93.Spalte, Wert:129121.57161633078
15. Zeile und 94.Spalte, Wert:87086.50161704251
15. Zeile und 95.Spalte, Wert:103411.48633283861
15. Zeile und 96.Spalte, Wert:101422.18957267997
15. Zeile und 97.Spalte, Wert:102801.36385589305
15. Zeile und 98.Spalte, Wert:117389.71526963818
15. Zeile und 99.Spalte, Wert:96036.40890894216
15. Zeile und 100.Spalte, Wert:97910.31937029821
16. Zeile und 0.Spalte, Wert:107791.12344003288
16. Zeile und 1.Spalte, Wert:112618.09181655434
16. Zeile und 2.Spalte, Wert:98902.31709886341
16. Zeile und 3.Spalte, Wert:114981.38947737859
16. Zeile und 4.Spalte, Wert:105415.72035897567
16. Zeile und 5.Spalte, Wert:93816.63658121588
16. Zeile und 6.Spalte, Wert:124519.42505022077
16. Zeile und 7.Spalte, Wert:118821.99268822468
16. Zeile und 8.Spalte, Wert:121452.01494638533
16. Zeile und 9.Spalte, Wert:117671.27693366328
16. Zeile und 10.Spalte, Wert:108234.071626922
16. Zeile und 11.Spalte, Wert:99531.31436582685
16. Zeile und 12.Spalte, Wert:119753.24561774226
16. Zeile und 13.Spalte, Wert:108751.96554225618
16. Zeile und 14.Spalte, Wert:100393.14602748143
16. Zeile und 15.Spalte, Wert:123057.15752072362
16. Zeile und 16.Spalte, Wert:90144.67014760763
16. Zeile und 17.Spalte, Wert:132091.84430929387
16. Zeile und 18.Spalte, Wert:95889.13900282964
16. Zeile und 19.Spalte, Wert:103450.9545323518
16. Zeile und 20.Spalte, Wert:108767.0877203619
16. Zeile und 21.Spalte, Wert:110285.98545957764
16. Zeile und 22.Spalte, Wert:88312.17281536025
16. Zeile und 23.Spalte, Wert:105548.6175162189
16. Zeile und 24.Spalte, Wert:96770.21524934296
16. Zeile und 25.Spalte, Wert:135462.59826994457
16. Zeile und 26.Spalte, Wert:110693.60211868149
16. Zeile und 27.Spalte, Wert:109903.61977762327
16. Zeile und 28.Spalte, Wert:101830.41455407554
16. Zeile und 29.Spalte, Wert:118214.80687508898
16. Zeile und 30.Spalte, Wert:119373.1096251973
16. Zeile und 31.Spalte, Wert:112680.13585144411
16. Zeile und 32.Spalte, Wert:117429.41329172722
16. Zeile und 33.Spalte, Wert:113430.11670039731
16. Zeile und 34.Spalte, Wert:117990.0268065184
16. Zeile und 35.Spalte, Wert:124916.29090129545
16. Zeile und 36.Spalte, Wert:105214.97281738666
16. Zeile und 37.Spalte, Wert:125726.8078553113
16. Zeile und 38.Spalte, Wert:115114.78933047887
16. Zeile und 39.Spalte, Wert:113612.88689767431
16. Zeile und 40.Spalte, Wert:103997.6276411135
16. Zeile und 41.Spalte, Wert:96813.87465481629
16. Zeile und 42.Spalte, Wert:98268.88668645416
16. Zeile und 43.Spalte, Wert:102231.20691055004
16. Zeile und 44.Spalte, Wert:171244.48401314454
16. Zeile und 45.Spalte, Wert:107504.81236050623
16. Zeile und 46.Spalte, Wert:112443.33627029494
16. Zeile und 47.Spalte, Wert:104923.70217042982
16. Zeile und 48.Spalte, Wert:128470.92155992455
16. Zeile und 49.Spalte, Wert:118909.30787917119
16. Zeile und 50.Spalte, Wert:130475.8798112382
16. Zeile und 51.Spalte, Wert:105948.36348006714
16. Zeile und 52.Spalte, Wert:115787.9724254584
16. Zeile und 53.Spalte, Wert:122658.57913733464
16. Zeile und 54.Spalte, Wert:115638.16881771604
16. Zeile und 55.Spalte, Wert:100873.69314903115
16. Zeile und 56.Spalte, Wert:115861.13016206952
16. Zeile und 57.Spalte, Wert:114922.40406825684
16. Zeile und 58.Spalte, Wert:101842.9994683971
16. Zeile und 59.Spalte, Wert:111662.13320535
16. Zeile und 60.Spalte, Wert:104893.65010588328
16. Zeile und 61.Spalte, Wert:104337.42059299578
16. Zeile und 62.Spalte, Wert:124124.37926326398
16. Zeile und 63.Spalte, Wert:113500.3855054141
16. Zeile und 64.Spalte, Wert:96919.9095539628
16. Zeile und 65.Spalte, Wert:80068.82716650804
16. Zeile und 66.Spalte, Wert:103014.42130872521
16. Zeile und 67.Spalte, Wert:94494.33938473744
16. Zeile und 68.Spalte, Wert:86457.65547006627
16. Zeile und 69.Spalte, Wert:106721.9944036581
16. Zeile und 70.Spalte, Wert:127090.54081950083
16. Zeile und 71.Spalte, Wert:111805.66210311647
16. Zeile und 72.Spalte, Wert:107312.09815166768
16. Zeile und 73.Spalte, Wert:101128.70150487612
16. Zeile und 74.Spalte, Wert:95324.90693114186
16. Zeile und 75.Spalte, Wert:107765.27612032968
16. Zeile und 76.Spalte, Wert:82772.91047407807
16. Zeile und 77.Spalte, Wert:107640.19251157124
16. Zeile und 78.Spalte, Wert:129668.51521539617
16. Zeile und 79.Spalte, Wert:118255.64935980376
16. Zeile und 80.Spalte, Wert:96478.09856779996
16. Zeile und 81.Spalte, Wert:111068.222990975
16. Zeile und 82.Spalte, Wert:103299.0875315855
16. Zeile und 83.Spalte, Wert:117821.50978714079
16. Zeile und 84.Spalte, Wert:77090.892504704
16. Zeile und 85.Spalte, Wert:82405.47843422178
16. Zeile und 86.Spalte, Wert:106166.3041225939
16. Zeile und 87.Spalte, Wert:110419.6762200393
16. Zeile und 88.Spalte, Wert:135303.9032065338
16. Zeile und 89.Spalte, Wert:119074.12047139916
16. Zeile und 90.Spalte, Wert:93623.75656725824
16. Zeile und 91.Spalte, Wert:109137.47182643891
16. Zeile und 92.Spalte, Wert:102163.48491901328
16. Zeile und 93.Spalte, Wert:117531.46852073711
16. Zeile und 94.Spalte, Wert:112715.9681294241
16. Zeile und 95.Spalte, Wert:111674.21183824503
16. Zeile und 96.Spalte, Wert:101208.07408096643
16. Zeile und 97.Spalte, Wert:105859.93533697771
16. Zeile und 98.Spalte, Wert:123559.54518089604
16. Zeile und 99.Spalte, Wert:105795.39312557859
16. Zeile und 100.Spalte, Wert:122361.79283973905
17. Zeile und 0.Spalte, Wert:123106.23022498876
17. Zeile und 1.Spalte, Wert:121848.49828189019
17. Zeile und 2.Spalte, Wert:112902.01808145134
17. Zeile und 3.Spalte, Wert:117601.07332342991
17. Zeile und 4.Spalte, Wert:109832.65116663606
17. Zeile und 5.Spalte, Wert:87638.717077884
17. Zeile und 6.Spalte, Wert:124821.77705987144
17. Zeile und 7.Spalte, Wert:107421.59319310021
17. Zeile und 8.Spalte, Wert:118691.03912679551
17. Zeile und 9.Spalte, Wert:110101.18551167975
17. Zeile und 10.Spalte, Wert:112495.09085985874
17. Zeile und 11.Spalte, Wert:120412.73579670642
17. Zeile und 12.Spalte, Wert:119511.79787639104
17. Zeile und 13.Spalte, Wert:110395.73809196767
17. Zeile und 14.Spalte, Wert:96433.17741871646
17. Zeile und 15.Spalte, Wert:111359.01379843755
17. Zeile und 16.Spalte, Wert:111462.57099451017
17. Zeile und 17.Spalte, Wert:114245.56562105859
17. Zeile und 18.Spalte, Wert:110876.94373695177
17. Zeile und 19.Spalte, Wert:108027.6341120243
17. Zeile und 20.Spalte, Wert:120222.6277091067
17. Zeile und 21.Spalte, Wert:115446.99018422056
17. Zeile und 22.Spalte, Wert:108047.96063114087
17. Zeile und 23.Spalte, Wert:102659.75339664565
17. Zeile und 24.Spalte, Wert:119649.08959315556
17. Zeile und 25.Spalte, Wert:87376.21330244084
17. Zeile und 26.Spalte, Wert:121433.1021521594
17. Zeile und 27.Spalte, Wert:122934.85548628648
17. Zeile und 28.Spalte, Wert:103530.52387655617
17. Zeile und 29.Spalte, Wert:109030.86182708023
17. Zeile und 30.Spalte, Wert:97325.71249792271
17. Zeile und 31.Spalte, Wert:95046.8409872242
17. Zeile und 32.Spalte, Wert:105620.87681566585
17. Zeile und 33.Spalte, Wert:96963.3286587867
17. Zeile und 34.Spalte, Wert:112566.23777544919
17. Zeile und 35.Spalte, Wert:107029.19330249263
17. Zeile und 36.Spalte, Wert:115116.89076362831
17. Zeile und 37.Spalte, Wert:102693.29216209435
17. Zeile und 38.Spalte, Wert:136824.40187623934
17. Zeile und 39.Spalte, Wert:125642.5809076959
17. Zeile und 40.Spalte, Wert:105173.64919221612
17. Zeile und 41.Spalte, Wert:104959.76592423553
17. Zeile und 42.Spalte, Wert:100340.30927988244
17. Zeile und 43.Spalte, Wert:121799.02366968367
17. Zeile und 44.Spalte, Wert:131629.30398805536
17. Zeile und 45.Spalte, Wert:132596.75883258533
17. Zeile und 46.Spalte, Wert:109148.13670481558
17. Zeile und 47.Spalte, Wert:171103.53296706136
17. Zeile und 48.Spalte, Wert:98171.9049427062
17. Zeile und 49.Spalte, Wert:132264.64321254133
17. Zeile und 50.Spalte, Wert:95981.80288898302
17. Zeile und 51.Spalte, Wert:99806.24087241372
17. Zeile und 52.Spalte, Wert:116579.38160540834
17. Zeile und 53.Spalte, Wert:108525.7800341726
17. Zeile und 54.Spalte, Wert:113706.80306962512
17. Zeile und 55.Spalte, Wert:134011.18524522037
17. Zeile und 56.Spalte, Wert:105065.74905582717
17. Zeile und 57.Spalte, Wert:112610.62119353576
17. Zeile und 58.Spalte, Wert:111228.04991076178
17. Zeile und 59.Spalte, Wert:138827.4606578568
17. Zeile und 60.Spalte, Wert:125963.7759475419
17. Zeile und 61.Spalte, Wert:102351.73703188694
17. Zeile und 62.Spalte, Wert:112924.23708593931
17. Zeile und 63.Spalte, Wert:113703.34502482896
17. Zeile und 64.Spalte, Wert:127575.31550275242
17. Zeile und 65.Spalte, Wert:124999.31214968026
17. Zeile und 66.Spalte, Wert:108995.0509563204
17. Zeile und 67.Spalte, Wert:114764.10920058876
17. Zeile und 68.Spalte, Wert:124062.61316873325
17. Zeile und 69.Spalte, Wert:108886.29945910358
17. Zeile und 70.Spalte, Wert:116006.95618543959
17. Zeile und 71.Spalte, Wert:121040.11600018271
17. Zeile und 72.Spalte, Wert:108837.32412183391
17. Zeile und 73.Spalte, Wert:103901.06714845351
17. Zeile und 74.Spalte, Wert:121589.77895159218
17. Zeile und 75.Spalte, Wert:106000.4958727663
17. Zeile und 76.Spalte, Wert:115366.17139383567
17. Zeile und 77.Spalte, Wert:117521.86324526717
17. Zeile und 78.Spalte, Wert:134905.84226894513
17. Zeile und 79.Spalte, Wert:110168.92928935129
17. Zeile und 80.Spalte, Wert:114920.02822045519
17. Zeile und 81.Spalte, Wert:125695.65845899322
17. Zeile und 82.Spalte, Wert:118152.53426914455
17. Zeile und 83.Spalte, Wert:119963.30096831669
17. Zeile und 84.Spalte, Wert:97056.64924086611
17. Zeile und 85.Spalte, Wert:119004.58529472105
17. Zeile und 86.Spalte, Wert:101103.2017465138
17. Zeile und 87.Spalte, Wert:122486.79980067398
17. Zeile und 88.Spalte, Wert:109545.80545680846
17. Zeile und 89.Spalte, Wert:128818.21479667642
17. Zeile und 90.Spalte, Wert:116528.32047553941
17. Zeile und 91.Spalte, Wert:109252.61081005336
17. Zeile und 92.Spalte, Wert:108982.94275960841
17. Zeile und 93.Spalte, Wert:118090.70818272747
17. Zeile und 94.Spalte, Wert:101244.5933752969
17. Zeile und 95.Spalte, Wert:115954.3967579667
17. Zeile und 96.Spalte, Wert:117112.12365364577
17. Zeile und 97.Spalte, Wert:105965.29610220749
17. Zeile und 98.Spalte, Wert:124961.75625240747
17. Zeile und 99.Spalte, Wert:93116.72092492825
17. Zeile und 100.Spalte, Wert:116953.23812401808
18. Zeile und 0.Spalte, Wert:103112.0360358535
18. Zeile und 1.Spalte, Wert:129378.95988321328
18. Zeile und 2.Spalte, Wert:128188.98871905601
18. Zeile und 3.Spalte, Wert:111181.96127380696
18. Zeile und 4.Spalte, Wert:117411.57312716862
18. Zeile und 5.Spalte, Wert:108208.96311572124
18. Zeile und 6.Spalte, Wert:121030.37609342797
18. Zeile und 7.Spalte, Wert:114843.57935744218
18. Zeile und 8.Spalte, Wert:105591.21504468119
18. Zeile und 9.Spalte, Wert:120445.01244577041
18. Zeile und 10.Spalte, Wert:116588.42527128442
18. Zeile und 11.Spalte, Wert:109173.78588136083
18. Zeile und 12.Spalte, Wert:104638.22567940573
18. Zeile und 13.Spalte, Wert:104882.05132206286
18. Zeile und 14.Spalte, Wert:110392.37235790164
18. Zeile und 15.Spalte, Wert:124197.72821844797
18. Zeile und 16.Spalte, Wert:124642.60742660738
18. Zeile und 17.Spalte, Wert:109276.48121959287
18. Zeile und 18.Spalte, Wert:130278.48966624257
18. Zeile und 19.Spalte, Wert:125511.34438464495
18. Zeile und 20.Spalte, Wert:115872.64130107166
18. Zeile und 21.Spalte, Wert:108773.97477985294
18. Zeile und 22.Spalte, Wert:137474.26259727328
18. Zeile und 23.Spalte, Wert:120452.38801940075
18. Zeile und 24.Spalte, Wert:114482.91781432972
18. Zeile und 25.Spalte, Wert:101162.22089710855
18. Zeile und 26.Spalte, Wert:127005.6742657456
18. Zeile und 27.Spalte, Wert:116616.38311845055
18. Zeile und 28.Spalte, Wert:106510.78595708882
18. Zeile und 29.Spalte, Wert:111284.25431137014
18. Zeile und 30.Spalte, Wert:103958.4896432709
18. Zeile und 31.Spalte, Wert:130063.22197168991
18. Zeile und 32.Spalte, Wert:115832.37478314477
18. Zeile und 33.Spalte, Wert:117123.9564854091
18. Zeile und 34.Spalte, Wert:106627.19974702418
18. Zeile und 35.Spalte, Wert:133316.11862502474
18. Zeile und 36.Spalte, Wert:115021.88163330259
18. Zeile und 37.Spalte, Wert:99299.3624694703
18. Zeile und 38.Spalte, Wert:119751.82810679472
18. Zeile und 39.Spalte, Wert:109670.45222764785
18. Zeile und 40.Spalte, Wert:115890.40272460054
18. Zeile und 41.Spalte, Wert:100018.21310459783
18. Zeile und 42.Spalte, Wert:119922.48632160462
18. Zeile und 43.Spalte, Wert:94492.57393735976
18. Zeile und 44.Spalte, Wert:118981.75705676278
18. Zeile und 45.Spalte, Wert:138163.38663551648
18. Zeile und 46.Spalte, Wert:94195.77970949026
18. Zeile und 47.Spalte, Wert:110160.54827932725
18. Zeile und 48.Spalte, Wert:110134.48586475995
18. Zeile und 49.Spalte, Wert:100517.35263097675
18. Zeile und 50.Spalte, Wert:118674.88315404192
18. Zeile und 51.Spalte, Wert:90007.70683245675
18. Zeile und 52.Spalte, Wert:131035.18864048032
18. Zeile und 53.Spalte, Wert:116912.04236344967
18. Zeile und 54.Spalte, Wert:117730.48926391914
18. Zeile und 55.Spalte, Wert:114747.22055253484
18. Zeile und 56.Spalte, Wert:113819.28563380537
18. Zeile und 57.Spalte, Wert:100289.75913070014
18. Zeile und 58.Spalte, Wert:139039.82976487742
18. Zeile und 59.Spalte, Wert:171850.41364643356
18. Zeile und 60.Spalte, Wert:125433.81481054032
18. Zeile und 61.Spalte, Wert:115432.95189644916
18. Zeile und 62.Spalte, Wert:127426.5662029723
18. Zeile und 63.Spalte, Wert:123634.74580248898
18. Zeile und 64.Spalte, Wert:117329.1043647557
18. Zeile und 65.Spalte, Wert:129451.3731377393
18. Zeile und 66.Spalte, Wert:102991.9137586153
18. Zeile und 67.Spalte, Wert:117957.21164332374
18. Zeile und 68.Spalte, Wert:113298.4454990419
18. Zeile und 69.Spalte, Wert:123596.5137723822
18. Zeile und 70.Spalte, Wert:131600.50155299433
18. Zeile und 71.Spalte, Wert:116067.91353211524
18. Zeile und 72.Spalte, Wert:97729.39907364454
18. Zeile und 73.Spalte, Wert:136491.39396935052
18. Zeile und 74.Spalte, Wert:127309.8032831091
18. Zeile und 75.Spalte, Wert:129513.04756892081
18. Zeile und 76.Spalte, Wert:114227.36454855207
18. Zeile und 77.Spalte, Wert:121673.54454375902
18. Zeile und 78.Spalte, Wert:99486.59880815397
18. Zeile und 79.Spalte, Wert:113645.90864205339
18. Zeile und 80.Spalte, Wert:123310.84418680207
18. Zeile und 81.Spalte, Wert:101753.44038942269
18. Zeile und 82.Spalte, Wert:131369.8568357925
18. Zeile und 83.Spalte, Wert:102406.89435418035
18. Zeile und 84.Spalte, Wert:111619.03768139305
18. Zeile und 85.Spalte, Wert:119373.74788808583
18. Zeile und 86.Spalte, Wert:111965.95979738423
18. Zeile und 87.Spalte, Wert:138250.0287315119
18. Zeile und 88.Spalte, Wert:112350.58602673399
18. Zeile und 89.Spalte, Wert:107379.8084812529
18. Zeile und 90.Spalte, Wert:121150.41275339229
18. Zeile und 91.Spalte, Wert:90188.16441539672
18. Zeile und 92.Spalte, Wert:103647.39906027679
18. Zeile und 93.Spalte, Wert:114312.37121137165
18. Zeile und 94.Spalte, Wert:103160.3365797444
18. Zeile und 95.Spalte, Wert:129490.7087693709
18. Zeile und 96.Spalte, Wert:102122.20964814984
18. Zeile und 97.Spalte, Wert:113542.6857886232
18. Zeile und 98.Spalte, Wert:122694.67553544867
18. Zeile und 99.Spalte, Wert:124159.28248689989
18. Zeile und 100.Spalte, Wert:117566.70105072562
19. Zeile und 0.Spalte, Wert:115837.1336665127
19. Zeile und 1.Spalte, Wert:114741.0054895299
19. Zeile und 2.Spalte, Wert:113747.32893817445
19. Zeile und 3.Spalte, Wert:126590.15200918546
19. Zeile und 4.Spalte, Wert:140981.36806477653
19. Zeile und 5.Spalte, Wert:119880.53810970625
19. Zeile und 6.Spalte, Wert:100738.35745951577
19. Zeile und 7.Spalte, Wert:116426.57916619805
19. Zeile und 8.Spalte, Wert:117803.85063390013
19. Zeile und 9.Spalte, Wert:110119.68974016352
19. Zeile und 10.Spalte, Wert:114647.47064363457
19. Zeile und 11.Spalte, Wert:130259.97401328219
19. Zeile und 12.Spalte, Wert:103442.75909303436
19. Zeile und 13.Spalte, Wert:133973.15295067083
19. Zeile und 14.Spalte, Wert:110365.01507879542
19. Zeile und 15.Spalte, Wert:121112.64630384688
19. Zeile und 16.Spalte, Wert:111660.1521477288
19. Zeile und 17.Spalte, Wert:121284.93870130785
19. Zeile und 18.Spalte, Wert:114567.12832946469
19. Zeile und 19.Spalte, Wert:117147.1779403288
19. Zeile und 20.Spalte, Wert:131180.28516612676
19. Zeile und 21.Spalte, Wert:130163.44198508811
19. Zeile und 22.Spalte, Wert:105114.55086040936
19. Zeile und 23.Spalte, Wert:123468.39959920662
19. Zeile und 24.Spalte, Wert:99338.8156573563
19. Zeile und 25.Spalte, Wert:118444.70328596247
19. Zeile und 26.Spalte, Wert:109117.34265390804
19. Zeile und 27.Spalte, Wert:117358.9288668582
19. Zeile und 28.Spalte, Wert:127616.48895701542
19. Zeile und 29.Spalte, Wert:112750.87131888069
19. Zeile und 30.Spalte, Wert:118508.20240654913
19. Zeile und 31.Spalte, Wert:102760.30773584238
19. Zeile und 32.Spalte, Wert:104257.5217665503
19. Zeile und 33.Spalte, Wert:127508.03812861774
19. Zeile und 34.Spalte, Wert:111591.93742342816
19. Zeile und 35.Spalte, Wert:126624.56459776149
19. Zeile und 36.Spalte, Wert:103314.68625282825
19. Zeile und 37.Spalte, Wert:120101.72781196206
19. Zeile und 38.Spalte, Wert:127834.29117372367
19. Zeile und 39.Spalte, Wert:141304.77116829448
19. Zeile und 40.Spalte, Wert:137488.19762566377
19. Zeile und 41.Spalte, Wert:118486.02356686266
19. Zeile und 42.Spalte, Wert:116563.60560431448
19. Zeile und 43.Spalte, Wert:128602.28239695987
19. Zeile und 44.Spalte, Wert:103743.42957317046
19. Zeile und 45.Spalte, Wert:126479.5525424795
19. Zeile und 46.Spalte, Wert:113744.57916470012
19. Zeile und 47.Spalte, Wert:128754.07926841736
19. Zeile und 48.Spalte, Wert:110470.39369196822
19. Zeile und 49.Spalte, Wert:93565.66619662565
19. Zeile und 50.Spalte, Wert:124195.46239442291
19. Zeile und 51.Spalte, Wert:121839.88193989154
19. Zeile und 52.Spalte, Wert:124866.86403930584
19. Zeile und 53.Spalte, Wert:125108.31408622676
19. Zeile und 54.Spalte, Wert:96954.48347769004
19. Zeile und 55.Spalte, Wert:131909.7460176799
19. Zeile und 56.Spalte, Wert:99928.44099131372
19. Zeile und 57.Spalte, Wert:123094.87495975618
19. Zeile und 58.Spalte, Wert:115749.49318002968
19. Zeile und 59.Spalte, Wert:138391.69225352653
19. Zeile und 60.Spalte, Wert:104720.78764893989
19. Zeile und 61.Spalte, Wert:100133.98506653513
19. Zeile und 62.Spalte, Wert:117696.35368515631
19. Zeile und 63.Spalte, Wert:123519.4740003696
19. Zeile und 64.Spalte, Wert:103507.73995746407
19. Zeile und 65.Spalte, Wert:123864.44916893273
19. Zeile und 66.Spalte, Wert:120886.23075132932
19. Zeile und 67.Spalte, Wert:123707.75281976537
19. Zeile und 68.Spalte, Wert:136282.08856120845
19. Zeile und 69.Spalte, Wert:120459.20060421654
19. Zeile und 70.Spalte, Wert:132539.30721326955
19. Zeile und 71.Spalte, Wert:118435.61905176495
19. Zeile und 72.Spalte, Wert:130037.90958677254
19. Zeile und 73.Spalte, Wert:133091.7048468678
19. Zeile und 74.Spalte, Wert:127812.34942849753
19. Zeile und 75.Spalte, Wert:124930.86809160114
19. Zeile und 76.Spalte, Wert:136924.46078082564
19. Zeile und 77.Spalte, Wert:123610.86853392434
19. Zeile und 78.Spalte, Wert:122891.99154785085
19. Zeile und 79.Spalte, Wert:121599.49647087842
19. Zeile und 80.Spalte, Wert:104525.77045239252
19. Zeile und 81.Spalte, Wert:88511.74000709796
19. Zeile und 82.Spalte, Wert:127168.25170550348
19. Zeile und 83.Spalte, Wert:117386.51734628236
19. Zeile und 84.Spalte, Wert:109649.78745212515
19. Zeile und 85.Spalte, Wert:120469.54586264212
19. Zeile und 86.Spalte, Wert:129268.66694309392
19. Zeile und 87.Spalte, Wert:120978.94804091883
19. Zeile und 88.Spalte, Wert:123316.18151294885
19. Zeile und 89.Spalte, Wert:121079.28528869338
19. Zeile und 90.Spalte, Wert:171723.2912881019
19. Zeile und 91.Spalte, Wert:114357.97505279722
19. Zeile und 92.Spalte, Wert:107135.95557669504
19. Zeile und 93.Spalte, Wert:138513.5515936348
19. Zeile und 94.Spalte, Wert:115525.87239330389
19. Zeile und 95.Spalte, Wert:123415.26401949608
19. Zeile und 96.Spalte, Wert:101089.14526813969
19. Zeile und 97.Spalte, Wert:108674.875543466
19. Zeile und 98.Spalte, Wert:142820.21977204774
19. Zeile und 99.Spalte, Wert:119860.69926217399
19. Zeile und 100.Spalte, Wert:140579.2172194202
20. Zeile und 0.Spalte, Wert:132549.71999052004
20. Zeile und 1.Spalte, Wert:118102.21130459088
20. Zeile und 2.Spalte, Wert:115888.11202150355
20. Zeile und 3.Spalte, Wert:125030.73977594767
20. Zeile und 4.Spalte, Wert:129610.35622664946
20. Zeile und 5.Spalte, Wert:116235.94733986862
20. Zeile und 6.Spalte, Wert:139091.55594292763
20. Zeile und 7.Spalte, Wert:132415.83881015048
20. Zeile und 8.Spalte, Wert:117668.06976623852
20. Zeile und 9.Spalte, Wert:106892.96534881336
20. Zeile und 10.Spalte, Wert:117023.62126827973
20. Zeile und 11.Spalte, Wert:119006.80114453306
